Gene IDs;Score A4;Score B2;Score C2;Score D2;Score E2;Score F2
51317;;;28,44;;30,98;33,54
6165;;;33,24;;30,94;29,05
6921;;;;;30,86;25,5
131578;;;;;30,85;35,11
51506;26,48;;;30,17;30,84;32,61
581;;;;57,37;30,82;
51534;;;;;30,78;27,21
8825;;;;42,14;30,75;43,51
51313;;;;;30,73;43,01
23325;;;;;30,69;
387;;;;22,73;30,68;
5805;;;;;30,48;
57092;;;;;30,46;23,57
10142;;;;0;30,45;0
4043;;;;27,44;30,45;
54732;;;;62,4;30,4;
23467;;;39,92;;30,38;40,67
343450;;40,76;37,66;;30,37;
9696;;33,54;36,54;26,75;30,31;31,21
2992;;;;29,91;30,15;64,31
2521;;;26,84;;30,15;
142;;;;;30,15;
6432;;;33,89;;30,13;
1029;;;;;30,08;35,95
51160;;;;23,34;29,97;
139324;;;24,95;;29,96;33,59
3054;33,6;;;36,19;29,94;23,98
2199;114,56;;29,88;76,14;29,93;45,24
57799;;;20,22;;29,93;
4832;37,26;;;65,13;29,87;
64072;;;;;29,83;0
3329;201,18;45,47;;223,39;29,8;41,97
475;;;;;29,7;
8266;;;;;29,56;
124220;;;;;29,54;
10397;;;;;29,44;
4045;;;;;29,42;
9978;;;;;29,38;
81029;56,43;;;;29,05;
2746;105,58;;;78,92;28,91;39,04
55651;;;;;28,91;28,79
127435;175,04;;;102,78;28,9;41,05
23643;;;;23,88;28,87;
8655;;;;33,81;28,84;
10605;;21,85;;;28,79;50,01
65125;;;;;28,73;
11338;31,73;;;24,31;28,62;55,3
80760;85,84;;;203,86;28,6;42,55
3034;;;20,02;;28,6;
1770;;30,8;35,61;;28,54;
1728;;;34,25;31,59;28,52;30,86
1155;;;;;28,39;51,35
100137049;;;;;28,23;0
51060;;;26,73;;28,21;35,54
51330;;;26,44;;28;
7871;;;;;27,92;
6675;;;;29,02;27,92;
79846;;;;;27,81;
257194;;;;;27,68;25,36
55937;;50,28;44,72;;27,54;
143903;;;;;27,49;44,71
25884;;;;;27,31;
6386;99,06;54,6;;61,17;27,29;26,96
223;63,38;;51,52;92,25;27,27;32,24
51639;;;;;26,81;
83787;;;;;26,55;40,55
10313;;;;71,69;26,34;
10980;;;;33,58;26,31;37,33
51616;;;;;26,25;26,23
1655;;;26,74;46,04;26,24;
5715;;;;;26,1;0
131873;;;;0;25,97;
55501;;;;;25,77;
54936;66,06;34,31;;48,38;25,46;39,62
55573;;;;;25,35;
57511;;;27,24;;25,34;32,95
22827;;;;33,25;25,11;25,18
1639;;;;;25,06;21,85
9349;;;;;25,02;
5304;;;;32,95;24,99;
129804;;;;;24,99;35,53
7052;32,64;0;41,24;81,41;24,94;59,51
9043;;;;;24,91;31,37
10598;;;;30,78;24,86;32,37
8682;;;27,61;;24,81;
5306;;;;;24,77;38,04
3267;;;29,79;;24,63;43,99
6385;;;21,47;;24,59;37,35
3881;72,77;;;204,11;24,57;
3884;89,92;;;201,57;24,57;
6487;;;;;24,46;
22943;;;;25,64;24,45;
51668;;;;;24,32;
25797;56;;;29,37;24,29;
9550;;;;27,51;24,28;
3728;45,52;;;137,55;24,19;
79709;;29,91;26,91;0;24,14;
7536;;;;;23,98;29,95
9958;;;;;23,96;
51248;;;;;23,78;
283629;;32,95;25,23;;23,68;
51596;;29,26;;;23,52;22,61
1662;;;;;23,51;
1486;;26,73;;80,23;23,43;110,94
8905;;;;59,55;23,4;
23589;;;0;;23,26;31,19
8775;;;;26,94;23,19;63,76
3185;;28,96;;;23,15;45,32
8664;;;;;23,12;
131076;;;;32,06;23,11;28,85
2760;41,46;62,27;28,82;41,17;23,04;29,07
7408;;;38,52;;22,95;33,61
57019;;;;29,89;22,95;24,02
114757;;;;25,02;22,81;
822;25,08;29,17;;44,14;22,8;29,46
2947;38,22;;30,55;43,15;22,77;42,79
10015;39,72;;;52,52;22,66;21,37
94025;;33,04;;;22,61;
26000;;;;;22,55;
170954;;;;;22,51;
171024;;;;;22,41;
3569;;;;22,72;22,36;
51645;;;;;21,89;31,48
26472;;;;;21,83;
3827;;;;;21,53;
10652;62,27;;;41,58;21,4;37,11
563;63,24;35,73;36,82;;21,39;
55862;;;;86,17;21,26;48,24
199746;;;;23,47;21,18;34,07
22998;;;;;21,12;
60682;;;;;20,99;
126567;;;;;20,97;
6169;;;;24,81;20,53;
173;;46,31;43,3;;20,47;
1315;;;;30,64;20,36;
10525;33,17;;;0;20,19;56,73
368;;;;;20,13;
6182;;;;;20,01;
83451;;;;;20;
112464;;;;;19,89;
5702;;;32,53;0;19,04;29,1
9657;;;;;18,38;
55745;;;;;16,41;
134492;;;;;13,66;
79575;;;0;;0;0
334;29,68;118,86;0;;0;23,49
653;;0;;;0;
93664;;;;;0;0
80184;0;31,29;;0;0;
11064;0;;;0;0;0
5426;0;;0;0;0;0
1767;;;;;0;
667;;;27,69;0;0;
27133;0;0;0;0;0;0
4036;;;;0;0;
23499;33,23;;;0;0;
51168;32,5;;0;30,93;0;25,89
220323;0;;;51,25;0;25,92
8481;;;;0;0;
23244;0;0;0;31,81;0;37,14
253959;;;0;;0;
6341;0;0;33,7;37,29;0;0
3735;;;23,27;32,81;0;36,06
23345;33,87;;;;0;0
7203;90,79;58,81;0;294,31;0;152,63
56154;;24,9;0;;0;0
7273;;14,51;0;25,88;0;
83889;0;;0;;0;0
140469;;;;;0;
8031;;0;;;0;
341676;;;;;0;
9271;;0;;;0;0
23112;;;;;0;
80323;;;;;0;
391059;;;;;0;
2674;;;0;;0;54
2960;;;0;;0;
55187;;;0;0;0;0
2275;;;;31,89;0;
1981;;;;24,42;0;
4841;;;;29,81;0;0
765;;;;;0;
55246;;;;;0;
153222;;;;;0;
55137;;;;;0;
3718;;;;;0;0
9735;;;;;0;0
259197;;;;;0;0
10204;;;;;0;0
55163;;;;;0;
10291;;;;;0;39,53
25942;;;;;0;
401548;;;;;0;
22978;33,5;;;33,89;;46,04
4907;86,05;;;;;57,34
4521;32,07;;;;;
23461;;0;;;;
64240;;;;0;;
98;31,47;;;;;
83440;39,91;;;;;
165;36,52;;;176,64;;
113146;;;;;;21,28
64853;25,79;;;32,99;;33,92
8227;;;;0;;
278;26,5;26,75;;49,89;;
91074;0;;;36,09;;
9068;157,41;;;;;
23452;226,35;;;36,58;;
51378;115,54;52,17;132,28;;;
56899;;;;0;;
84168;26,15;;;;;
311;36,71;;;47,02;;
307;47,22;25,65;0;52,14;;51,41
310;0;;;;;
164;;;;50,85;;
8907;30,51;;;41,59;;30,56
91056;0;;;;;
10974;24,1;;;;;
4018;32,65;;;;;
23780;24,82;;;74,45;;
435;103,34;;;;;
79798;24;;;23,84;;
79913;;;;38,05;;
64431;25,13;;;;;
10924;17,65;;;;;
439;31,95;26,05;;;;29,43
259266;;;0;33,89;;0
445;;;;29,26;;
93974;0;;;;;
472;0;;;;;
9510;209,19;93,96;71,12;54,82;;
9508;24,41;;;0;;
84752;69,41;;;60,24;;
2990;36,33;;;22,43;;
91653;73,45;;;;;
23774;;;;;;28,19
29071;27,11;;;;;
51719;27,84;;;59,5;;41,97
767;;;26,87;;;
823;28,92;;;67,06;;0
10753;35,1;;;;;
836;31,53;;;59,4;;
23581;;;;32,03;;
1075;21,16;;;33,54;;
1513;83,75;;;;;
1519;67,67;;;56,83;;33,56
1363;49,63;;;;;
55749;25,65;;;;;
85478;;;;23,47;;
493860;0;;;;;
55231;28,9;;;;;
79577;27,45;;;0;;
222256;0;;;;;
55835;0;;;;;
84952;;;;0;;
79643;0;;;;;
79586;31,66;;;26,62;;
51363;57,95;;;;;
8483;58,01;;;;;
28970;50,17;;;25,34;;26,02
10970;85,11;35,98;;39,82;;
23332;;;;0;;
1212;46,75;;;;;
8218;47,21;;;41,99;;33,89
6249;0;;;32,72;;
1285;31,13;;;35,66;;
7373;253,05;;;434,13;;28,85
1307;46,59;;;71,9;;
51004;25,26;;;;;
2873;30,83;;;32,05;;
10987;40,48;;;24,95;;29,98
64084;0;53,52;0;;;
23446;68,42;;;69,04;;
23191;;;;14,33;;
100506627;0;;;;;
1642;40,69;;;62,13;;27,45
8886;;;;0;;
83479;0;;;;;
1667;33,57;;;;;
3290;42,07;;;;;
56919;33,75;;;0;;
54431;25,91;;;26,34;;
1738;141,32;;;193,62;;
9940;40,71;;;44,28;;
1756;0;0;0;23,02;;24,19
23268;0;;;18,21;;
1823;28,61;;;;;
1828;44,92;;;63,42;;
143241;0;;;;;
146754;;;;32,57;;
1769;;;;0;;
1778;0;;;107,07;;
1891;65,03;;;98,25;;51,73
1892;41,06;;;64,85;;34,01
10102;31,48;;;;;
8662;;;;23,35;;
8663;28,08;;;30,96;;36,93
23052;70,82;;;66,65;;
5167;73,1;43,08;26,11;;;
57634;;;;0;;0
10544;26,29;;;28,13;;
51752;96,86;26,78;;119,72;;120,84
26059;0;;;;;
2081;0;;;;;
54465;;;;0;;
91828;26;;;0;;
2132;98,3;;;208,59;;103,52
83648;31,04;;;;;
79632;30,24;;;46,28;;
55578;;28;;;;
128876;33,5;;;0;;
51011;39,4;;;0;;
2195;31,99;;;394,91;;
8857;;22,95;;;;22,04
2241;;;;0;;
197;198,71;;;136,11;;
2339;37,04;;;39,26;;
2224;46,58;;;39,3;;
5738;33,27;;;;;
9563;37,33;;;66,32;;46,47
2581;40,12;;;;;
130589;38,18;;;;;
2650;87,84;;;25,89;;37,74
87769;38,2;;;46,13;;
10437;48,81;;;50,28;;
2771;45,24;;;37,24;;22,47
2778;48,46;22,25;;37,24;;0
2729;25,65;;;25,81;;
2734;107,59;;;;;
3009;0;;;0;;
440093;59,48;;;64,81;;
3094;37,31;0;31,31;40,17;;24,96
4670;;;;28,83;;51,97
10075;40,18;;;18,52;;
3101;32,19;;;;;
2052;70,52;;;65,07;;
3479;36,44;;;86,9;;
3570;29,55;;;;;
3625;62,46;;;;;
3628;48,2;;;;;
140862;32,53;;;;;
3672;0;;;;;
3685;84,4;;;;;
9358;528,83;;;484,24;;
339123;38,06;;;30,81;;
9703;0;;;;;
57587;0;;;0;;
25959;27,99;;;;;
5576;;;;0;;
817;51,33;72,34;45,99;64,4;;
5927;;;;;;0
5593;21,63;;;;;
374654;23,56;;;;;
7084;27,09;;;;;
448834;26,77;;;;;
3889;48,06;;;155,61;;
3891;42,86;;;86,09;;
3909;;;;0;;
6741;22,21;;;46,99;;42,75
132884;0;;;;;
55203;;;;;;0
3977;;;;34,18;;
25802;;;0;;;
10128;;;0;;;
987;;;;0;;
375387;;;;0;;
55631;33,07;;;38,36;;
85444;;;;;;0
53353;;;;36,54;;
79705;0;0;;;;19,18
9448;;;;;;0
89876;19,3;;;;;
5648;41,47;;;;;
4146;0;;;;;
4147;50,62;;;;;
9782;;;;;;23,56
4081;32,01;;;;;
8720;25,81;;;22,89;;
23195;26,49;;;;;
5469;;;;0;;
79084;37,42;;;;;
8076;60,17;;;58,13;;
9258;;0;;39,51;;
23269;0;;;;;
4247;0;;;30,92;;
4249;34,64;;;53,37;;
64780;;;;0;;
1432;29,65;;;40,67;;33,75
8085;;;;;;0
440738;24,11;;;;;
4327;107,66;;;;;
92597;50,46;;;;;
26002;43,29;;;;;
116535;0;;;;;
91283;0;;;;;
8897;0;;;;;
9961;109,07;;;108,38;;45,52
25878;;;;142,49;;
91663;34,88;;;48,85;;
4621;30,17;;;24,95;;
4638;29,65;;;40,67;;33,75
4645;39,73;;;0;;
4650;0;;;;;
9659;;32,04;;;;
51691;37,34;;;25,05;;
344148;0;;;;;
4725;;;;28,37;;
4311;;69,25;;;;
91624;0;;;;;
55922;;;;;;0
197358;;;;0;;
56001;;;;0;;
10562;;;;;;0
92106;23,11;;;;;27,02
65263;30,89;;;26,52;;
54510;30,98;;;;;
56134;0;;;;;
5098;35,44;;;;;
5154;25,42;;;27,13;;
176;97,01;50,95;;311,29;;41,32
27124;25,26;;;;;
63895;;;;0;;
54477;0;;;;;
5481;0;0;;36,51;;
253143;;;;30,17;;
9520;28,85;;;94,1;;88,09
5699;20,59;;;;;31,55
5708;47,95;;;46,88;;31,88
9861;0;;;74,39;;
5781;;;;;;28,59
5783;;;0;;;
5797;73,17;;;;;
10606;60,12;;;127,84;;52,89
158;34,13;;;50,89;;0
790;40,96;;;33,95;;
7879;13,26;;;0;;
9135;0;26,05;;;;
10111;;32,79;26,91;;;
5911;21,72;;;40,65;;
9904;0;;;;;
653489;35,24;;;;;
23504;;22,3;;;;
79890;13,37;;;;;
6141;42,82;;;82,52;;
6155;25,46;;;33,65;;
6160;41,26;;;35,96;;
6738;35,96;;;33,55;;79,25
6092;0;;;;;
5437;86,01;52,99;;;;
6185;34,4;;;;;
22800;33,77;;;43,89;;
6232;25,94;;;33,82;;
6193;;;;20,81;;
6202;40,9;;;49,46;;
284654;28,69;;;;;
25914;;;;0;;
10856;39,87;;;168,35;;84,06
6262;;0;;0;;
6277;62,91;;30,42;48,71;;
55206;26;;;26,29;;
9632;25,21;;;;;
25956;;;;0;;
7869;23,65;;20,23;28,44;;
10512;35,85;;;;;33,3
56920;54,29;;;;;
23450;21,73;;;31,87;;
2487;43,08;39,07;;;;
644717;;;;;;0
57698;35,23;;;29,1;;
57619;;;;40,21;;
7903;0;;;;;
6586;87,5;;41,89;;;
6590;27,09;;27,82;28,15;;
10051;0;;;;;
6525;;;;;;0
25992;35,35;;;63,33;;27,27
6272;42,75;;;;;
389058;0;;;;;
79925;;38,2;;;;
6704;36,14;;;48,53;;
283377;21,89;;;29,28;;
6712;18,94;;;28,01;;
6720;0;;;;;
55576;31,64;;;;;
6793;;;;0;;
55959;42,3;;;43,54;;82,5
1615;27,25;;;54,01;;
10667;0;;;;;
23224;26,59;;;0;;0
54938;34,6;;;31,9;;
8565;27,51;;;28,82;;
23306;0;;;;;
6948;153,71;;;27,21;;
6950;79,01;;;89,36;;68,91
163589;;;;29,74;;
7037;43,37;;;23,5;;
7049;223,78;48,35;22,07;29,59;;24,9
90381;27,15;0;;;;
201798;;;;41,39;;
7079;249,98;102,75;161,35;141;;61,88
79073;32,46;;;;;
338773;64,22;;;79,18;;
84283;22,06;;;;;
8742;29,33;;;;;
1861;27,25;;;;;
27348;50,72;;;86,67;;
402643;99,73;;;;;
29953;40,11;;;;;
29850;0;;;;;
5646;24,09;;;;;
7130;80,79;;;81,54;;35,32
25987;99,48;;83,34;70,19;;
7267;0;;;;;
57544;35,49;;;;;
7054;0;;;;;
55757;0;;;;;27,17
285175;;;;;;0
9341;21,49;;;;;
2277;54,7;;;;;
7432;23,73;;;23,36;;
85442;;;32,8;;;0
23230;0;;;;;
157680;;;;0;;
8839;107,71;;38,38;36,18;;
2547;;;;130,67;;63,17
152002;35,59;;;30,25;;
64132;70,93;;;83,45;;
253461;43,48;;;;;
79776;0;;;;;
58499;0;;;;;
335;;144,17;116,72;;;80,74
56244;;28,67;27,75;;;
93589;;29,77;;;;
824;;27,88;;;;
9318;;26,24;;;;
1464;;;;151,28;;
127579;;0;0;;;0
3978;;0;;;;
2033;;;0;35,76;;
2159;;45,25;;;;
55215;;;;0;;
2196;;;;;;25,92
23171;;36,32;;;;32,2
9380;;68,83;25,94;;;36,08
51454;;;0;;;
3615;;22,41;;54,03;;25,46
27258;;23,01;;29,15;;
4216;;24,64;;;;
4239;;29,26;;;;
8509;;;;;;0
4817;;;;;;30,26
4836;;27,21;;;;
57147;;;;0;;
55795;;;;22,08;;
51177;;;;0;;
5499;;43,37;;26,51;;68,01
5530;;45,07;;44,93;;45,55
9821;;;;0;;
5992;;0;;;;
57186;;0;;;;
57569;;27,36;;;;
143872;;;0;;;
6124;;;;22,03;;
6278;;42,33;;;;
6462;;30,99;34,43;;;
6829;;0;;;;
51332;;;;0;;
16;;22,65;;20,67;;
57533;;0;;;;
8295;;;;0;;
64061;;32,11;;;;
7405;;;;24,67;;
54832;;0;;;;0
55237;;36,68;;;;
165904;;;26,6;;;
51156;;61,53;47,56;;;
79699;;;35,6;;;
;;;;;;0
4703;;;;0;;
6868;;;0;;;
51129;;;54,97;;;
8546;;;17,85;29,11;;23,1
338;;;27,92;;;
345;;;24,03;;;
54507;;;27,41;;;26,87
84270;;;19,23;;;
80321;;;17,53;;;
3426;;;89,52;101,12;;
23125;;;;0;;
1272;;;20,1;;;
727;;;31,06;;;
1329;;;31,42;;;
826;;;31,38;66,15;;21,9
23404;;;;38,78;;
2137;;;20,72;;;
120114;;;0;28,15;;
23048;;;27,98;;;
152007;;;111,17;;;
55204;;;33,12;;;
2876;;;34,56;;;
4485;;;60,24;;;
3092;;;;36,5;;
57563;;;;0;;
339977;;;22,34;;;
4054;;;31,32;;;
9241;;;32,68;;;
4905;;;;33,92;;
23178;;;;;;39,84
5203;;;27,87;;;
10857;;;28,18;;;
84844;;;28,88;;;
5340;;;63,38;;;
23129;;;17,55;;;
64840;;;0;;;0
5533;;;34,44;28,59;;
10450;;;29,36;;;
159;;;;42,02;;
55159;;;;0;;
6130;;;28,38;72,74;;44,9
6203;;;;50,45;;
6493;;;24,48;;;
23371;;;30,02;0;;
81627;;;21,59;;;
7276;;;27,2;;;
8875;;;53,5;;;
7514;;;22,52;;;
49854;;;25,5;;;
57862;;;31,88;;;
55856;;;;43,83;;
48;;;;26,73;;
7965;;;;24,75;;
9590;;;;108,92;;
3276;;;;36,99;;
10552;;;;90,41;;44,29
8574;;;;30,22;;
84100;;;;23,09;;
29108;;;;33,54;;
57130;;;;28,59;;
11285;;;;29,33;;
8419;;;;0;;
148362;;;;20,7;;
28969;;;;38,16;;
114897;;;;26,95;;
759;;;;26,78;;
760;;;;22,55;;
124583;;;;37,93;;
857;;;;41,46;;
90060;;;;0;;
283234;;;;0;;
389384;;;;0;;
629;;;;24,31;;
26973;;;;27,89;;
134829;;;;0;;
730;;;;35;;
1300;;;;25,12;;
51122;;;;40,51;;
9276;;;;63,14;;
8904;;;;21,25;;27,76
1495;;;;44,03;;25,96
1499;;;;43,12;;46,3
51496;;;;0;;
51076;;;;31,11;;
23316;;;;30,21;;
79901;;;;22,44;;
1474;;;;32,38;;
55152;;;;29,39;;
84516;;;;34,77;;
5860;;;;46,88;;
353497;;;;20,21;;
92675;;;;45,66;;
1838;;;;24,6;;22,32
50506;;;;26,97;;
10938;;;;56,27;;
3646;;;;24,99;;
136227;;;;;;0
1066;;;;22,76;;49,63
57488;;;;30,29;;
2108;;;;21,28;;
441328;;;;0;;
2160;;;;26,85;;
2176;;;;29,54;;
2312;;;;22,94;;
51024;;;;38,87;;
23768;;;;;;36,18
2619;;;;23,5;;28,74
8200;;;;56,55;;
9945;;;;24,38;;
84514;;;;31,88;;
26035;;;;0;;
653125;;;;31,64;;
26003;;;;74,12;;
9555;;;;0;;
9394;;;;0;;
1982;;;;26,5;;
1983;;;;40,23;;
3494;;;;25,54;;
3839;;;;45,16;;
11005;;;;0;;
57577;;;;;;0
5214;;;;24,7;;
728279;;;;27,06;;
118426;;;;24,95;;
22798;;;;0;;
8140;;;;61,95;;
286310;;;;46,63;;
51631;;;;29,07;;
8613;;;;25,52;;
55004;;;;22,05;;
11253;;;;34,88;;
28985;;;;36,9;;
23184;;;;26,16;;21,35
4237;;;;43,66;;
4192;;;;37,26;;
9761;;;;25,5;;
84557;;;;0;;21,48
4317;;;;20;;
9123;;;;35,89;;
3340;;;;21,03;;33,38
4695;;;;23,54;;
60491;;;;30,83;;
57502;;;;38,96;;
4898;;;;58,17;;
23511;;;;0;;
11165;;;;28,51;;
23275;;;;32,52;;
55753;;;;0;;
8974;;;;25,95;;
5204;;;;37,63;;
5157;;;;41,59;;
10424;;;;27,42;;
57095;;;;36,06;;
5346;;;;61,04;;
57048;;;;62,06;;
5516;;;;28,11;;
79717;;;;53,94;;35,45
11230;;;;34,79;;
5705;;;;27,72;;
5717;;;;45,74;;0
5719;;;;28,24;;
10213;;;;69,81;;29,81
5709;;;;54,33;;
5764;;;;24,1;;
5802;;;;48,54;;
471;;;;36,52;;23,14
5814;;;;27,24;;
23011;;;;93,18;;
51715;;;;39,85;;
57826;;;;23,86;;
5928;;;;44,87;;
5955;;;;48,14;;
7905;;;;38,55;;
79785;;;;0;;
9045;;;;24,82;;
6138;;;;22,37;;
6142;;;;32,69;;
6143;;;;37,55;;
6154;;;;28,88;;
6157;;;;54,13;;
6122;;;;50,7;;
6129;;;;41,78;;
6132;;;;38,49;;
6018;;;;0;;
5436;;;;42,55;;
6194;;;;35,56;;
6627;;;;52,88;;
10900;;;;0;;
6636;;;;48,86;;
6280;;;;0;;
6284;;;;34,08;;
10484;;;;31,21;;31,71
10609;;;;64,35;;
27352;;;;0;;
9092;;;;0;;
6728;;;;21,37;;
6781;;;;116,62;;
8428;;;;;;18,05
10056;;;;0;;
5917;;;;30,34;;0
57038;;;;;;24,09
6301;;;;43,49;;
112849;;;;22,08;;64,51
10575;;;;166,29;;37,92
10728;;;;31,52;;
26011;;;;0;;
7980;;;;68,74;;
343641;;;;20,48;;
7053;;;;57,08;;
30;;;;31,43;;
26517;;;;23,64;;
64129;;;;26,85;;
261726;;;;59,26;;
25907;;;;0;;
10972;;;;48,14;;
79865;;;;0;;
55020;;;;35,85;;
23020;;;;0;;
9040;;;;0;;
7358;;;;29,49;;43,59
8883;;;;25,67;;
51028;;;;20,93;;
7511;;;;41,84;;30,59
7745;;;;0;;
79692;;;;28;;
7781;;;;31,49;;
100129278;;;;0;;
283464;;;;;;24,85
6187;;;;;;23,17
19;;;;;;0
132;;;;;;20,7
5238;;;;;;48,57
6051;;;;;;33,11
1173;;;;;;78,07
127002;;;;;;0
9531;;;;;;52,11
644;;;;;;52,63
9133;;;;;;23,68
55337;;;;;;23,1
1500;;;;;;24,3
1967;;;;;;27,67
51571;;;;;;29,07
2288;;;;;;0
5910;;;;;;23,76
80273;;;;;;27,67
57520;;;;;;22,03
10527;;;;;;26,24
55705;;;;;;20,45
3678;;;;;;27,84
84171;;;;;;42,22
57470;;;;;;26,81
124801;;;;;;43,34
4233;;;;;;64,84
253827;;;;;;27,88
126205;;;;;;28,02
4856;;;;;;67,72
55690;;;;;;27,62
192111;;;;;;17,21
5310;;;;;;0
10343;;;;;;0
257068;;;;;;44,01
5621;;;;;;23,17
391356;;;;;;21,18
5905;;;;;;23,96
10949;;;;;;25,04
51493;;;;;;42,21
342618;;;;;;0
57213;;;;;;0
22929;;;;;;21,21
6772;;;;;;43,4
11171;;;;;;66,82
6812;;;;;;65,07
94120;;;;;;23,07
54881;;;;;;0
7073;;;;;;34,34
7111;;;;;;29,57
3842;;;;;;51,92
7265;;;;;;20,4
7326;;;;;;30,78
10090;;;;;;34,14
523;;;;;;31,03
7520;;;;;;0
8882;;;;;;21,19
